order_id,date,region,product,channel,customer_segment,customer_id,quantity,unit_price,unit_cost,refund_amount
21060,2025-03-03,South,Monitor,Partner,Enterprise,C0295,5,1228.57,922.72,0.0
20390,2025-03-05,South,Mouse,Retail,Enterprise,C0111,4,121.44,67.96,0.0
21237,2025-03-05,Central,Headset,Partner,Enterprise,C0332,5,619.61,350.74,0.0
20254,2025-03-06,North,Monitor,Online,Consumer,C0175,6,1360.17,990.84,0.0
20769,2025-03-06,East,Keyboard,Online,Consumer,C0227,2,292.6,174.93,0.0
21216,2025-03-06,Central,Mouse,Online,SME,C0172,5,120.87,62.53,0.0
20130,2025-03-07,Central,Laptop Stand,Retail,SME,C0388,1,384.52,188.26,0.0
20529,2025-03-08,Central,Keyboard,Partner,Consumer,C0306,6,287.09,179.19,0.0
20829,2025-03-08,North,Keyboard,Partner,Enterprise,C0106,4,253.4,180.08,0.0
21416,2025-03-08,Central,Mouse,Partner,Consumer,C0277,1,123.51,65.59,0.0
20776,2025-03-09,Central,Monitor,Online,Consumer,C0089,5,1422.71,973.47,0.0
21290,2025-03-09,South,Mouse,Online,SME,C0002,1,118.57,66.62,0.0
21381,2025-03-09,West,Webcam,Partner,Enterprise,C0242,4,400.81,235.01,0.0
21061,2025-03-10,South,Headset,Retail,Consumer,C0086,3,709.73,349.93,0.0
20146,2025-03-11,West,Dock,Retail,SME,C0266,2,892.52,530.15,0.0
20304,2025-03-11,North,Keyboard,Partner,SME,C0031,1,264.77,174.22,0.0
21125,2025-03-11,East,Keyboard,Online,Enterprise,C0338,1,274.97,178.44,0.0
20134,2025-03-12,South,Dock,Retail,Enterprise,C0231,2,834.3,530.39,0.0
20497,2025-03-12,North,Mouse,Retail,Enterprise,C0346,3,121.56,64.11,0.0
20659,2025-03-12,West,Headset,Retail,Consumer,C0327,5,708.7,369.37,885.88
20883,2025-03-12,South,Laptop Stand,Online,Consumer,C0356,2,398.99,198.49,0.0
20991,2025-03-12,East,Laptop Stand,Retail,Enterprise,C0165,5,369.14,194.49,0.0
20563,2025-03-13,South,Mouse,Partner,SME,C0311,3,120.28,62.46,0.0
20661,2025-03-14,South,Office Chair,Online,Consumer,C0064,2,1660.17,1095.38,0.0
20885,2025-03-14,North,Mouse,Partner,Consumer,C0276,3,120.05,62.63,0.0
20967,2025-03-14,South,Webcam,Partner,Consumer,C0054,1,424.1,239.37,0.0
21194,2025-03-14,Central,Laptop Stand,Partner,SME,C0350,2,370.2,188.31,0.0
20296,2025-03-15,North,Headset,Online,Enterprise,C0415,3,621.83,383.01,0.0
20600,2025-03-16,East,Office Chair,Online,SME,C0054,5,1564.22,1028.26,0.0
20017,2025-03-17,South,Office Chair,Online,SME,C0055,3,1654.89,1052.36,0.0
20086,2025-03-17,South,Dock,Retail,Enterprise,C0097,2,841.8,503.54,0.0
20202,2025-03-17,West,Headset,Partner,Consumer,C0187,2,661.06,360.29,0.0
20453,2025-03-17,East,Monitor,Retail,Consumer,C0236,2,1421.72,902.91,0.0
21347,2025-03-17,East,Dock,Online,Consumer,C0076,5,878.21,531.21,1097.76
20647,2025-03-18,South,Headset,Online,SME,C0253,2,648.4,369.4,0.0
20875,2025-03-18,South,Office Chair,Online,Consumer,C0154,3,1664.49,1083.3,0.0
20935,2025-03-18,East,Keyboard,Online,Consumer,C0326,3,298.15,184.35,0.0
20359,2025-03-19,North,Dock,Retail,SME,C0160,1,884.06,491.7,0.0
20695,2025-03-19,East,Monitor,Online,SME,C0346,4,1342.5,994.73,0.0
20735,2025-03-20,South,Headset,Online,Enterprise,C0169,5,613.7,361.63,0.0
21330,2025-03-20,Central,Dock,Online,Enterprise,C0264,1,818.08,519.2,409.04
20371,2025-03-21,East,Dock,Online,SME,C0074,4,859.0,490.2,0.0
20807,2025-03-21,North,Office Chair,Partner,SME,C0320,5,1530.32,1068.7,0.0
20332,2025-03-22,West,Dock,Online,Consumer,C0122,3,906.02,543.6,0.0
21001,2025-03-22,West,Webcam,Retail,Consumer,C0377,2,472.9,234.06,0.0
21292,2025-03-22,East,Dock,Retail,Consumer,C0317,3,914.56,524.46,0.0
21313,2025-03-22,Central,Mouse,Retail,Enterprise,C0371,4,124.86,68.01,0.0
20235,2025-03-23,North,Monitor,Online,Enterprise,C0272,4,1292.32,976.31,0.0
20267,2025-03-23,West,Monitor,Retail,Consumer,C0219,1,1485.33,961.38,0.0
20291,2025-03-23,West,Headset,Partner,Enterprise,C0230,2,625.62,383.7,0.0
20429,2025-03-23,East,Keyboard,Retail,Consumer,C0127,3,302.18,171.65,0.0
20521,2025-03-24,North,Keyboard,Online,Consumer,C0297,1,297.72,186.65,0.0
20884,2025-03-24,East,Headset,Retail,Enterprise,C0252,6,660.33,354.45,0.0
21254,2025-03-24,West,Keyboard,Online,Enterprise,C0249,3,277.28,172.07,0.0
20076,2025-03-25,South,Laptop Stand,Partner,SME,C0344,1,352.29,199.25,0.0
20326,2025-03-25,West,Webcam,Online,Consumer,C0329,2,459.48,245.46,0.0
20540,2025-03-25,Central,Headset,Retail,Enterprise,C0013,2,651.88,352.01,325.94
20582,2025-03-26,North,Laptop Stand,Online,SME,C0342,1,375.63,195.54,0.0
20981,2025-03-26,North,Keyboard,Online,SME,C0120,4,280.14,182.66,0.0
21341,2025-03-26,West,Keyboard,Partner,Consumer,C0189,1,274.91,173.33,0.0
20570,2025-03-27,West,Mouse,Retail,Enterprise,C0196,3,124.1,64.56,93.07
20995,2025-03-27,North,Headset,Online,Consumer,C0379,2,707.48,384.66,0.0
21173,2025-03-28,Central,Mouse,Online,Consumer,C0269,1,129.32,67.15,0.0
20172,2025-03-29,East,Laptop Stand,Retail,Consumer,C0311,2,426.58,195.98,0.0
20210,2025-03-30,North,Keyboard,Retail,Consumer,C0289,2,303.6,178.18,0.0
20448,2025-03-30,South,Webcam,Retail,Consumer,C0354,5,491.23,237.01,0.0
20511,2025-03-30,North,Mouse,Online,SME,C0289,4,120.93,66.24,0.0
21325,2025-03-30,South,Keyboard,Online,Enterprise,C0268,3,274.03,179.91,0.0
21438,2025-03-30,East,Laptop Stand,Online,Consumer,C0394,2,403.83,195.33,0.0
21479,2025-03-30,West,Dock,Retail,Enterprise,C0037,1,847.35,543.45,0.0
20321,2025-03-31,South,Laptop Stand,Online,SME,C0086,1,380.06,187.23,190.03
20423,2025-03-31,East,Monitor,Online,SME,C0089,1,1304.69,899.19,326.17
20878,2025-04-01,North,Laptop Stand,Online,Consumer,C0199,1,405.95,183.89,405.95
20971,2025-04-01,South,Mouse,Partner,Consumer,C0306,1,121.74,69.52,0.0
21373,2025-04-01,Central,Laptop Stand,Online,Enterprise,C0342,1,371.98,197.97,0.0
20379,2025-04-02,North,Headset,Retail,Consumer,C0297,2,718.09,379.68,0.0
20803,2025-04-02,East,Mouse,Partner,SME,C0319,2,115.39,64.68,0.0
21035,2025-04-02,West,Monitor,Online,Consumer,C0036,1,1363.42,892.95,0.0
21077,2025-04-03,East,Office Chair,Partner,Enterprise,C0257,2,1470.09,1030.21,0.0
20325,2025-04-04,East,Laptop Stand,Retail,SME,C0130,3,385.35,202.54,0.0
20913,2025-04-04,North,Dock,Partner,Enterprise,C0003,2,761.35,493.86,0.0
21461,2025-04-04,South,Laptop Stand,Online,Consumer,C0158,1,405.7,184.25,0.0
20660,2025-04-05,Central,Office Chair,Online,Consumer,C0298,3,1618.98,1112.89,0.0
20912,2025-04-05,South,Monitor,Online,Consumer,C0393,1,1364.28,899.93,682.14
21103,2025-04-05,West,Headset,Partner,Consumer,C0333,2,665.59,350.77,0.0
20305,2025-04-06,South,Laptop Stand,Online,Enterprise,C0378,5,366.13,202.02,0.0
20605,2025-04-06,North,Office Chair,Retail,Consumer,C0005,2,1818.68,1106.79,909.34
20373,2025-04-07,Central,Webcam,Partner,Enterprise,C0105,2,403.24,245.02,201.62
20543,2025-04-07,East,Keyboard,Online,SME,C0356,4,288.76,173.15,0.0
20964,2025-04-07,East,Headset,Online,Consumer,C0409,1,688.97,363.73,0.0
20306,2025-04-08,West,Webcam,Online,Consumer,C0202,2,447.5,249.3,0.0
20768,2025-04-08,East,Keyboard,Retail,Enterprise,C0336,3,276.68,174.68,0.0
20881,2025-04-08,East,Mouse,Partner,Consumer,C0200,2,119.21,62.59,0.0
21033,2025-04-08,South,Mouse,Retail,Enterprise,C0260,2,123.74,63.57,0.0
21169,2025-04-08,Central,Office Chair,Partner,SME,C0315,2,1566.56,1064.08,3133.12
21114,2025-04-09,South,Keyboard,Online,Enterprise,C0292,2,277.46,176.83,0.0
21476,2025-04-09,Central,Monitor,Partner,Enterprise,C0091,2,1181.56,898.09,0.0
21291,2025-04-10,North,Webcam,Retail,SME,C0329,5,470.3,248.66,0.0
20008,2025-04-11,West,Webcam,Partner,SME,C0101,2,402.15,241.25,0.0
21066,2025-04-11,East,Laptop Stand,Retail,Consumer,C0204,2,402.82,182.89,0.0
21430,2025-04-11,West,Webcam,Partner,SME,C0188,3,418.38,247.94,0.0
20973,2025-04-12,North,Laptop Stand,Online,Enterprise,C0243,1,373.83,194.88,0.0
20185,2025-04-13,West,Webcam,Online,SME,C0351,4,437.74,241.38,0.0
21408,2025-04-13,South,Office Chair,Retail,Consumer,C0329,2,1786.2,1108.18,0.0
20265,2025-04-14,East,Monitor,Retail,Enterprise,C0159,2,1300.41,980.24,0.0
20058,2025-04-15,West,Mouse,Retail,Consumer,C0089,5,137.19,68.56,0.0
21141,2025-04-15,South,Mouse,Partner,SME,C0316,2,114.62,67.05,0.0
20026,2025-04-16,West,Mouse,Retail,SME,C0283,1,130.67,66.38,0.0
20641,2025-04-16,East,Webcam,Partner,SME,C0013,6,417.53,242.21,0.0
21268,2025-04-16,East,Headset,Online,SME,C0404,3,665.75,362.39,0.0
21301,2025-04-16,West,Headset,Retail,SME,C0024,4,673.78,350.95,0.0
20302,2025-04-17,Central,Webcam,Retail,Consumer,C0249,2,473.03,226.77,0.0
21427,2025-04-17,West,Monitor,Online,Consumer,C0347,2,1344.98,979.41,0.0
20067,2025-04-18,East,Headset,Online,SME,C0395,2,675.02,349.29,0.0
20363,2025-04-18,South,Headset,Online,Consumer,C0346,4,692.47,359.79,0.0
20464,2025-04-18,East,Office Chair,Retail,Consumer,C0387,5,1758.93,1121.48,8794.65
20767,2025-04-18,East,Keyboard,Online,SME,C0228,3,291.32,168.29,0.0
20338,2025-04-19,West,Mouse,Partner,SME,C0090,2,113.51,63.67,0.0
20788,2025-04-19,East,Mouse,Retail,Consumer,C0040,2,131.89,63.1,0.0
20662,2025-04-21,North,Dock,Retail,SME,C0144,2,867.34,544.35,0.0
21039,2025-04-21,West,Webcam,Online,Consumer,C0323,1,463.52,232.22,0.0
20016,2025-04-22,West,Keyboard,Online,SME,C0377,1,285.23,177.01,0.0
20997,2025-04-22,West,Keyboard,Retail,SME,C0092,1,298.68,168.72,0.0
21000,2025-04-22,Central,Office Chair,Partner,SME,C0105,3,1507.09,1092.21,0.0
20247,2025-04-23,West,Office Chair,Partner,SME,C0123,3,1575.48,1092.13,0.0
20710,2025-04-23,North,Mouse,Online,Consumer,C0382,1,123.28,65.86,0.0
20714,2025-04-23,South,Mouse,Online,Enterprise,C0173,2,120.07,64.76,0.0
20253,2025-04-24,West,Mouse,Retail,Enterprise,C0356,1,122.26,62.6,0.0
21498,2025-04-24,East,Keyboard,Retail,Consumer,C0253,3,310.61,182.61,0.0
20499,2025-04-25,West,Keyboard,Online,Enterprise,C0313,4,274.72,168.08,0.0
21305,2025-04-25,North,Mouse,Partner,Consumer,C0116,3,123.66,63.64,0.0
21355,2025-04-25,South,Laptop Stand,Partner,Enterprise,C0017,4,347.17,201.94,0.0
20401,2025-04-26,North,Laptop Stand,Retail,Consumer,C0384,2,425.04,199.78,0.0
20422,2025-04-26,North,Mouse,Online,Enterprise,C0279,3,116.3,68.68,0.0
20649,2025-04-26,East,Dock,Retail,Consumer,C0157,2,902.33,545.0,0.0
20920,2025-04-26,South,Keyboard,Retail,Consumer,C0392,2,311.65,176.77,0.0
21269,2025-04-26,North,Keyboard,Partner,Consumer,C0292,3,273.23,184.93,0.0
21278,2025-04-26,Central,Monitor,Online,Enterprise,C0196,5,1288.43,973.46,0.0
20270,2025-04-27,North,Dock,Retail,Consumer,C0083,2,959.98,501.78,0.0
21119,2025-04-27,North,Headset,Online,Enterprise,C0042,1,628.38,369.56,0.0
20598,2025-04-28,West,Mouse,Retail,Consumer,C0343,2,131.5,66.88,0.0
20798,2025-04-28,East,Keyboard,Online,Enterprise,C0381,2,270.25,177.11,0.0
21296,2025-04-28,East,Laptop Stand,Partner,SME,C0291,4,353.78,184.66,0.0
20107,2025-04-29,East,Mouse,Online,Consumer,C0306,3,128.53,66.67,0.0
20607,2025-04-29,South,Headset,Partner,Enterprise,C0012,3,624.33,381.34,0.0
20705,2025-04-29,Central,Mouse,Online,SME,C0020,1,122.76,63.78,0.0
20839,2025-04-29,Central,Headset,Online,SME,C0360,2,657.44,360.24,0.0
20115,2025-05-01,East,Keyboard,Online,Enterprise,C0267,2,262.13,180.05,0.0
21456,2025-05-01,South,Laptop Stand,Retail,Consumer,C0388,3,403.95,195.87,0.0
20707,2025-05-02,Central,Mouse,Partner,Enterprise,C0213,1,110.56,64.12,0.0
21047,2025-05-02,Central,Monitor,Online,Consumer,C0206,3,1376.8,932.06,0.0
20400,2025-05-03,East,Webcam,Online,SME,C0062,1,429.54,247.66,214.77
20698,2025-05-03,Central,Webcam,Online,Enterprise,C0295,3,427.37,249.91,0.0
21323,2025-05-03,North,Monitor,Online,Enterprise,C0273,2,1257.01,926.18,0.0
21491,2025-05-03,East,Monitor,Retail,Enterprise,C0126,2,1335.84,920.36,0.0
20833,2025-05-05,Central,Monitor,Retail,Consumer,C0004,3,1437.13,899.93,0.0
20009,2025-05-06,West,Mouse,Online,Consumer,C0396,4,123.99,69.36,0.0
20157,2025-05-06,Central,Keyboard,Online,SME,C0293,2,290.57,173.41,0.0
20564,2025-05-06,West,Webcam,Online,Consumer,C0156,5,460.4,247.55,0.0
21244,2025-05-06,North,Keyboard,Online,Enterprise,C0241,3,263.4,182.98,0.0
21186,2025-05-07,East,Mouse,Retail,Consumer,C0230,6,129.76,65.81,0.0
20473,2025-05-08,East,Monitor,Online,SME,C0082,3,1354.93,938.11,0.0
20754,2025-05-08,East,Keyboard,Online,Consumer,C0409,1,301.84,176.22,0.0
20772,2025-05-08,West,Office Chair,Online,SME,C0288,5,1639.51,1094.46,0.0
20970,2025-05-08,South,Monitor,Partner,SME,C0325,1,1309.05,926.63,0.0
21123,2025-05-08,South,Monitor,Partner,Consumer,C0111,3,1347.53,980.55,0.0
21390,2025-05-08,South,Office Chair,Retail,Consumer,C0069,2,1744.39,1092.29,0.0
20190,2025-05-09,North,Monitor,Retail,SME,C0388,2,1399.85,975.6,0.0
20030,2025-05-10,South,Dock,Online,Enterprise,C0282,3,804.74,491.53,0.0
21253,2025-05-10,North,Keyboard,Retail,SME,C0362,3,300.36,182.29,0.0
21027,2025-05-11,South,Monitor,Retail,Enterprise,C0150,4,1341.57,950.76,0.0
